id,system_name,body_name,material_name,hotspot_count,scan_date,system_address,body_id,x_coord,y_coord,z_coord,coord_source
736,LTT 2963,LTT 2963 A 6 B Ring,Painite,6,2023-09-19T18:57:13Z,84053856978,40,106.59375,-22.1875,-11.09375,visited_systems
737,LTT 2963,LTT 2963 A 6 B Ring,Platinum,2,2023-09-19T18:57:13Z,84053856978,40,106.59375,-22.1875,-11.09375,visited_systems
738,LTT 2963,LTT 2963 A 2 B Ring,Void Opal,2,2023-09-19T19:04:52Z,84053856978,22,106.59375,-22.1875,-11.09375,visited_systems
739,LTT 2963,LTT 2963 A 2 B Ring,Low Temp. Diamonds,1,2023-09-19T19:04:52Z,84053856978,22,106.59375,-22.1875,-11.09375,visited_systems
740,LTT 2963,LTT 2963 A 2 B Ring,Tritium,3,2023-09-19T19:04:52Z,84053856978,22,106.59375,-22.1875,-11.09375,visited_systems
741,LTT 2963,LTT 2963 A 2 B Ring,Bromellite,1,2023-09-19T19:04:52Z,84053856978,22,106.59375,-22.1875,-11.09375,visited_systems
742,LTT 2963,LTT 2963 A 2 B Ring,Alexandrite,2,2023-09-19T19:04:52Z,84053856978,22,106.59375,-22.1875,-11.09375,visited_systems
743,LTT 2963,LTT 2963 A 2 A Ring,Serendibite,2,2023-09-19T19:04:55Z,84053856978,21,106.59375,-22.1875,-11.09375,visited_systems
744,LTT 2963,LTT 2963 A 2 A Ring,Monazite,1,2023-09-19T19:04:55Z,84053856978,21,106.59375,-22.1875,-11.09375,visited_systems
745,LTT 2963,LTT 2963 A 2 A Ring,Painite,2,2023-09-19T19:04:55Z,84053856978,21,106.59375,-22.1875,-11.09375,visited_systems
746,LTT 2963,LTT 2963 A 1 A Ring,Serendibite,2,2023-09-20T19:08:22Z,84053856978,14,106.59375,-22.1875,-11.09375,visited_systems
747,LTT 2963,LTT 2963 A 1 A Ring,Alexandrite,2,2023-09-20T19:08:22Z,84053856978,14,106.59375,-22.1875,-11.09375,visited_systems
748,LTT 2963,LTT 2963 A 1 A Ring,Benitoite,1,2023-09-20T19:08:22Z,84053856978,14,106.59375,-22.1875,-11.09375,visited_systems
749,LTT 2963,LTT 2963 A 1 A Ring,Monazite,1,2023-09-20T19:08:22Z,84053856978,14,106.59375,-22.1875,-11.09375,visited_systems
750,LTT 2963,LTT 2963 A 1 B Ring,Serendibite,1,2023-09-20T19:08:22Z,84053856978,15,106.59375,-22.1875,-11.09375,visited_systems
751,LTT 2963,LTT 2963 A 1 B Ring,Benitoite,2,2023-09-20T19:08:22Z,84053856978,15,106.59375,-22.1875,-11.09375,visited_systems
752,LTT 2963,LTT 2963 A 1 B Ring,Musgravite,4,2023-09-20T19:08:22Z,84053856978,15,106.59375,-22.1875,-11.09375,visited_systems
753,LTT 2963,LTT 2963 A 1 B Ring,Monazite,2,2023-09-20T19:08:22Z,84053856978,15,106.59375,-22.1875,-11.09375,visited_systems
773,HIP 4801,HIP 4801 1 B Ring,Rhodplumsite,1,2023-09-28T08:40:08Z,83785192138,12,-40.15625,-296.78125,-45.1875,visited_systems
774,HIP 4801,HIP 4801 1 B Ring,Painite,1,2023-09-28T08:40:08Z,83785192138,12,-40.15625,-296.78125,-45.1875,visited_systems
778,HIP 4801,HIP 4801 1 A Ring,Serendibite,1,2023-09-29T05:14:10Z,83785192138,11,-40.15625,-296.78125,-45.1875,visited_systems
779,HIP 4801,HIP 4801 1 A Ring,Monazite,1,2023-09-29T05:14:10Z,83785192138,11,-40.15625,-296.78125,-45.1875,visited_systems
780,HIP 4801,HIP 4801 1 A Ring,Musgravite,2,2023-09-29T05:14:10Z,83785192138,11,-40.15625,-296.78125,-45.1875,visited_systems
880,Smojue UP-O b6-3,Smojue UP-O b6-3 3 B Ring,Alexandrite,1,2023-10-08T23:28:24Z,7250576222777,22,-1285.25,91.5625,2920.90625,visited_systems
881,Smojue UP-O b6-3,Smojue UP-O b6-3 3 A Ring,Serendibite,1,2023-10-08T23:28:25Z,7250576222777,21,-1285.25,91.5625,2920.90625,visited_systems
882,Smojue UP-O b6-3,Smojue UP-O b6-3 3 A Ring,Benitoite,1,2023-10-08T23:28:25Z,7250576222777,21,-1285.25,91.5625,2920.90625,visited_systems
883,Smojue UP-O b6-3,Smojue UP-O b6-3 3 A Ring,Monazite,3,2023-10-08T23:28:25Z,7250576222777,21,-1285.25,91.5625,2920.90625,visited_systems
884,Smojue UP-O b6-3,Smojue UP-O b6-3 3 A Ring,Musgravite,4,2023-10-08T23:28:25Z,7250576222777,21,-1285.25,91.5625,2920.90625,visited_systems
885,Smojue UP-O b6-3,Smojue UP-O b6-3 4 B Ring,Bromellite,2,2023-10-08T23:30:13Z,7250576222777,26,-1285.25,91.5625,2920.90625,visited_systems
886,Smojue UP-O b6-3,Smojue UP-O b6-3 4 B Ring,Alexandrite,1,2023-10-08T23:30:13Z,7250576222777,26,-1285.25,91.5625,2920.90625,visited_systems
887,Smojue UP-O b6-3,Smojue UP-O b6-3 4 B Ring,Grandidierite,1,2023-10-08T23:30:13Z,7250576222777,26,-1285.25,91.5625,2920.90625,visited_systems
888,Smojue UP-O b6-3,Smojue UP-O b6-3 4 B Ring,Low Temp. Diamonds,3,2023-10-08T23:30:13Z,7250576222777,26,-1285.25,91.5625,2920.90625,visited_systems
889,Smojue UP-O b6-3,Smojue UP-O b6-3 4 A Ring,Serendibite,3,2023-10-08T23:30:24Z,7250576222777,25,-1285.25,91.5625,2920.90625,visited_systems
890,Smojue UP-O b6-3,Smojue UP-O b6-3 4 A Ring,Rhodplumsite,1,2023-10-08T23:30:24Z,7250576222777,25,-1285.25,91.5625,2920.90625,visited_systems
891,Smojue UP-O b6-3,Smojue UP-O b6-3 4 A Ring,Platinum,1,2023-10-08T23:30:24Z,7250576222777,25,-1285.25,91.5625,2920.90625,visited_systems
892,Smojue UP-O b6-3,Smojue UP-O b6-3 7 B Ring,Low Temp. Diamonds,1,2023-10-08T23:33:36Z,7250576222777,42,-1285.25,91.5625,2920.90625,visited_systems
893,Smojue UP-O b6-3,Smojue UP-O b6-3 7 A Ring,Monazite,1,2023-10-08T23:33:55Z,7250576222777,41,-1285.25,91.5625,2920.90625,visited_systems
894,Smojue UP-O b6-3,Smojue UP-O b6-3 7 A Ring,Painite,2,2023-10-08T23:33:55Z,7250576222777,41,-1285.25,91.5625,2920.90625,visited_systems
895,Smojue UP-O b6-3,Smojue UP-O b6-3 7 A Ring,Platinum,1,2023-10-08T23:33:55Z,7250576222777,41,-1285.25,91.5625,2920.90625,visited_systems
896,Smojue CL-Y d61,Smojue CL-Y d61 A 7 A Ring,Rhodplumsite,1,2023-10-08T23:56:42Z,2106152995467,28,-1291.5625,99.125,2913.8125,visited_systems
897,Smojue CL-Y d61,Smojue CL-Y d61 A 7 A Ring,Monazite,1,2023-10-08T23:56:42Z,2106152995467,28,-1291.5625,99.125,2913.8125,visited_systems
898,Smojue CL-Y d61,Smojue CL-Y d61 A 7 A Ring,Painite,1,2023-10-08T23:56:42Z,2106152995467,28,-1291.5625,99.125,2913.8125,visited_systems
907,Smojue CL-Y d61,Smojue CL-Y d61 A 8 B Ring,Serendibite,2,2023-10-09T05:09:39Z,2106152995467,34,-1291.5625,99.125,2913.8125,visited_systems
908,Smojue CL-Y d61,Smojue CL-Y d61 A 8 B Ring,Alexandrite,1,2023-10-09T05:09:39Z,2106152995467,34,-1291.5625,99.125,2913.8125,visited_systems
909,Smojue CL-Y d61,Smojue CL-Y d61 A 8 B Ring,Benitoite,2,2023-10-09T05:09:39Z,2106152995467,34,-1291.5625,99.125,2913.8125,visited_systems
910,Smojue CL-Y d61,Smojue CL-Y d61 A 8 B Ring,Musgravite,1,2023-10-09T05:09:39Z,2106152995467,34,-1291.5625,99.125,2913.8125,visited_systems
911,Smojue CL-Y d61,Smojue CL-Y d61 A 8 B Ring,Monazite,1,2023-10-09T05:09:39Z,2106152995467,34,-1291.5625,99.125,2913.8125,visited_systems
912,Smojue CL-Y d61,Smojue CL-Y d61 A 8 A Ring,Benitoite,1,2023-10-09T05:09:39Z,2106152995467,33,-1291.5625,99.125,2913.8125,visited_systems
913,Smojue CL-Y d61,Smojue CL-Y d61 A 8 A Ring,Musgravite,1,2023-10-09T05:09:39Z,2106152995467,33,-1291.5625,99.125,2913.8125,visited_systems
914,Smojue CL-Y d61,Smojue CL-Y d61 A 8 A Ring,Monazite,2,2023-10-09T05:09:39Z,2106152995467,33,-1291.5625,99.125,2913.8125,visited_systems
915,Smojue CL-Y d61,Smojue CL-Y d61 A 10 A Ring,Serendibite,1,2023-10-09T05:13:52Z,2106152995467,47,-1291.5625,99.125,2913.8125,visited_systems
916,Smojue CL-Y d61,Smojue CL-Y d61 A 10 A Ring,Alexandrite,2,2023-10-09T05:13:52Z,2106152995467,47,-1291.5625,99.125,2913.8125,visited_systems
917,Smojue CL-Y d61,Smojue CL-Y d61 A 10 A Ring,Benitoite,1,2023-10-09T05:13:52Z,2106152995467,47,-1291.5625,99.125,2913.8125,visited_systems
918,Smojue CL-Y d61,Smojue CL-Y d61 A 10 A Ring,Monazite,2,2023-10-09T05:13:52Z,2106152995467,47,-1291.5625,99.125,2913.8125,visited_systems
919,Smojue CL-Y d61,Smojue CL-Y d61 A 11 B Ring,Serendibite,2,2023-10-09T05:17:17Z,2106152995467,54,-1291.5625,99.125,2913.8125,visited_systems
920,Smojue CL-Y d61,Smojue CL-Y d61 A 11 B Ring,Benitoite,1,2023-10-09T05:17:17Z,2106152995467,54,-1291.5625,99.125,2913.8125,visited_systems
921,Smojue CL-Y d61,Smojue CL-Y d61 A 11 A Ring,Alexandrite,1,2023-10-09T05:17:33Z,2106152995467,53,-1291.5625,99.125,2913.8125,visited_systems
922,Smojue CL-Y d61,Smojue CL-Y d61 A 11 A Ring,Benitoite,1,2023-10-09T05:17:33Z,2106152995467,53,-1291.5625,99.125,2913.8125,visited_systems
923,Smojue CL-Y d61,Smojue CL-Y d61 A 11 A Ring,Musgravite,4,2023-10-09T05:17:33Z,2106152995467,53,-1291.5625,99.125,2913.8125,visited_systems
924,Smojue CL-Y d61,Smojue CL-Y d61 A 11 A Ring,Monazite,1,2023-10-09T05:17:33Z,2106152995467,53,-1291.5625,99.125,2913.8125,visited_systems
925,Smojue CL-Y d61,Smojue CL-Y d61 A 12 A Ring,Serendibite,5,2023-10-09T05:21:10Z,2106152995467,57,-1291.5625,99.125,2913.8125,visited_systems
926,Smojue CL-Y d61,Smojue CL-Y d61 A 12 A Ring,Rhodplumsite,1,2023-10-09T05:21:10Z,2106152995467,57,-1291.5625,99.125,2913.8125,visited_systems
927,Smojue CL-Y d61,Smojue CL-Y d61 A 12 A Ring,Monazite,1,2023-10-09T05:21:10Z,2106152995467,57,-1291.5625,99.125,2913.8125,visited_systems
928,Smojue CL-Y d61,Smojue CL-Y d61 A 12 A Ring,Painite,1,2023-10-09T05:21:10Z,2106152995467,57,-1291.5625,99.125,2913.8125,visited_systems
929,Smojue CL-Y d61,Smojue CL-Y d61 A 14 B Ring,Benitoite,1,2023-10-09T05:27:58Z,2106152995467,78,-1291.5625,99.125,2913.8125,visited_systems
930,Smojue CL-Y d61,Smojue CL-Y d61 A 14 A Ring,Serendibite,2,2023-10-09T05:28:04Z,2106152995467,77,-1291.5625,99.125,2913.8125,visited_systems
931,Smojue CL-Y d61,Smojue CL-Y d61 A 14 A Ring,Rhodplumsite,1,2023-10-09T05:28:04Z,2106152995467,77,-1291.5625,99.125,2913.8125,visited_systems
932,Smojue CL-Y d61,Smojue CL-Y d61 A 14 A Ring,Platinum,3,2023-10-09T05:28:04Z,2106152995467,77,-1291.5625,99.125,2913.8125,visited_systems
933,Smojue CL-Y d61,Smojue CL-Y d61 A 14 A Ring,Painite,1,2023-10-09T05:28:04Z,2106152995467,77,-1291.5625,99.125,2913.8125,visited_systems
948,Smojue CL-Y d61,Smojue CL-Y d61 BC 4 A Ring,Serendibite,5,2023-10-09T07:07:02Z,2106152995467,113,-1291.5625,99.125,2913.8125,visited_systems
949,Smojue CL-Y d61,Smojue CL-Y d61 BC 4 A Ring,Monazite,1,2023-10-09T07:07:02Z,2106152995467,113,-1291.5625,99.125,2913.8125,visited_systems
950,Smojue CL-Y d61,Smojue CL-Y d61 BC 4 A Ring,Painite,3,2023-10-09T07:07:02Z,2106152995467,113,-1291.5625,99.125,2913.8125,visited_systems
955,Smojue CL-Y d61,Smojue CL-Y d61 BC 4 B Ring,Serendibite,2,2023-10-09T07:37:50Z,2106152995467,114,-1291.5625,99.125,2913.8125,visited_systems
956,Smojue CL-Y d61,Smojue CL-Y d61 BC 4 B Ring,Rhodplumsite,1,2023-10-09T07:37:50Z,2106152995467,114,-1291.5625,99.125,2913.8125,visited_systems
957,Smojue CL-Y d61,Smojue CL-Y d61 BC 4 B Ring,Painite,3,2023-10-09T07:37:50Z,2106152995467,114,-1291.5625,99.125,2913.8125,visited_systems
958,Smojue CL-Y d61,Smojue CL-Y d61 BC 4 B Ring,Platinum,2,2023-10-09T07:37:50Z,2106152995467,114,-1291.5625,99.125,2913.8125,visited_systems
959,Smojue GH-V c2-8,Smojue GH-V c2-8 3 B Ring,Alexandrite,1,2023-10-09T07:54:49Z,2280661292314,31,-1315.1875,111.65625,2921.5,visited_systems
960,Smojue GH-V c2-8,Smojue GH-V c2-8 3 B Ring,Musgravite,1,2023-10-09T07:54:49Z,2280661292314,31,-1315.1875,111.65625,2921.5,visited_systems
961,Smojue GH-V c2-8,Smojue GH-V c2-8 3 B Ring,Monazite,2,2023-10-09T07:54:49Z,2280661292314,31,-1315.1875,111.65625,2921.5,visited_systems
962,Smojue GH-V c2-8,Smojue GH-V c2-8 3 A Ring,Serendibite,3,2023-10-09T07:55:05Z,2280661292314,30,-1315.1875,111.65625,2921.5,visited_systems
963,Smojue GH-V c2-8,Smojue GH-V c2-8 3 A Ring,Alexandrite,2,2023-10-09T07:55:05Z,2280661292314,30,-1315.1875,111.65625,2921.5,visited_systems
964,Smojue GH-V c2-8,Smojue GH-V c2-8 3 A Ring,Benitoite,2,2023-10-09T07:55:05Z,2280661292314,30,-1315.1875,111.65625,2921.5,visited_systems
965,Smojue GH-V c2-8,Smojue GH-V c2-8 3 A Ring,Monazite,1,2023-10-09T07:55:05Z,2280661292314,30,-1315.1875,111.65625,2921.5,visited_systems
969,Byeia Thaa RP-X b15-5,Byeia Thaa RP-X b15-5 A 3 A Ring,Alexandrite,1,2023-10-09T13:37:00Z,11642448915081,32,-1758.6875,143.375,3124.21875,visited_systems
970,Byeia Thaa RP-X b15-5,Byeia Thaa RP-X b15-5 A 3 A Ring,Monazite,1,2023-10-09T13:37:00Z,11642448915081,32,-1758.6875,143.375,3124.21875,visited_systems
982,Byeia Thaa RP-X b15-5,Byeia Thaa RP-X b15-5 A 3 B Ring,Tritium,2,2023-10-10T17:36:25Z,11642448915081,33,-1758.6875,143.375,3124.21875,visited_systems
983,Byeia Thaa RP-X b15-5,Byeia Thaa RP-X b15-5 A 3 B Ring,Grandidierite,1,2023-10-10T17:36:25Z,11642448915081,33,-1758.6875,143.375,3124.21875,visited_systems
984,Byeia Thaa RP-X b15-5,Byeia Thaa RP-X b15-5 A 3 B Ring,Low Temp. Diamonds,1,2023-10-10T17:36:25Z,11642448915081,33,-1758.6875,143.375,3124.21875,visited_systems
985,Byeia Thaa RP-X b15-5,Byeia Thaa RP-X b15-5 A 2 A Ring,Void Opal,2,2023-10-10T17:36:25Z,11642448915081,27,-1758.6875,143.375,3124.21875,visited_systems
986,Byeia Thaa RP-X b15-5,Byeia Thaa RP-X b15-5 A 2 A Ring,Tritium,1,2023-10-10T17:36:25Z,11642448915081,27,-1758.6875,143.375,3124.21875,visited_systems
987,Byeia Thaa RP-X b15-5,Byeia Thaa RP-X b15-5 A 2 A Ring,Bromellite,1,2023-10-10T17:36:25Z,11642448915081,27,-1758.6875,143.375,3124.21875,visited_systems
988,Byeia Thaa RP-X b15-5,Byeia Thaa RP-X b15-5 A 2 A Ring,Alexandrite,4,2023-10-10T17:36:25Z,11642448915081,27,-1758.6875,143.375,3124.21875,visited_systems
989,Byeia Thaa YD-T d3-7,Byeia Thaa YD-T d3-7 A 1 A Ring,Painite,1,2023-10-10T18:07:43Z,250626460323,12,-1796.96875,109.75,3098.875,visited_systems
996,Byeia Thaa YD-T d3-7,Byeia Thaa YD-T d3-7 A 2 A Ring,Serendibite,1,2023-10-11T19:02:09Z,250626460323,22,-1796.96875,109.75,3098.875,visited_systems
997,Byeia Thaa YD-T d3-7,Byeia Thaa YD-T d3-7 A 2 A Ring,Alexandrite,2,2023-10-11T19:02:09Z,250626460323,22,-1796.96875,109.75,3098.875,visited_systems
998,Byeia Thaa YD-T d3-7,Byeia Thaa YD-T d3-7 A 2 A Ring,Monazite,1,2023-10-11T19:02:09Z,250626460323,22,-1796.96875,109.75,3098.875,visited_systems
999,Byeia Thaa YD-T d3-7,Byeia Thaa YD-T d3-7 B 1 A Ring,Musgravite,2,2023-10-11T19:24:10Z,250626460323,57,-1796.96875,109.75,3098.875,visited_systems
1000,Byeia Thaa YD-T d3-7,Byeia Thaa YD-T d3-7 B 3 A Ring,Monazite,1,2023-10-12T10:12:10Z,250626460323,80,-1796.96875,109.75,3098.875,visited_systems
1001,Byeia Thaa MD-C b13-1,Byeia Thaa MD-C b13-1 1 A Ring,Alexandrite,1,2023-10-13T10:58:58Z,2846087195249,9,-1775.96875,69.125,3059.96875,visited_systems
1002,Byeia Thaa MD-C b13-1,Byeia Thaa MD-C b13-1 2 B Ring,Serendibite,1,2023-10-13T11:01:25Z,2846087195249,17,-1775.96875,69.125,3059.96875,visited_systems
1003,Byeia Thaa MD-C b13-1,Byeia Thaa MD-C b13-1 2 B Ring,Rhodplumsite,4,2023-10-13T11:01:25Z,2846087195249,17,-1775.96875,69.125,3059.96875,visited_systems
1004,Byeia Thaa MD-C b13-1,Byeia Thaa MD-C b13-1 2 B Ring,Monazite,4,2023-10-13T11:01:25Z,2846087195249,17,-1775.96875,69.125,3059.96875,visited_systems
1005,Byeia Thaa MD-C b13-1,Byeia Thaa MD-C b13-1 2 B Ring,Platinum,3,2023-10-13T11:01:25Z,2846087195249,17,-1775.96875,69.125,3059.96875,visited_systems
1006,Byeia Thaa MD-C b13-1,Byeia Thaa MD-C b13-1 2 B Ring,Painite,2,2023-10-13T11:01:25Z,2846087195249,17,-1775.96875,69.125,3059.96875,visited_systems
1007,Byeia Thaa MD-C b13-1,Byeia Thaa MD-C b13-1 2 A Ring,Serendibite,7,2023-10-13T11:01:29Z,2846087195249,16,-1775.96875,69.125,3059.96875,visited_systems
1008,Byeia Thaa MD-C b13-1,Byeia Thaa MD-C b13-1 2 A Ring,Rhodplumsite,3,2023-10-13T11:01:29Z,2846087195249,16,-1775.96875,69.125,3059.96875,visited_systems
1009,Byeia Thaa MD-C b13-1,Byeia Thaa MD-C b13-1 2 A Ring,Monazite,1,2023-10-13T11:01:29Z,2846087195249,16,-1775.96875,69.125,3059.96875,visited_systems
1010,Byeia Thaa MD-C b13-1,Byeia Thaa MD-C b13-1 2 A Ring,Painite,8,2023-10-13T11:01:29Z,2846087195249,16,-1775.96875,69.125,3059.96875,visited_systems
1011,Byeia Thaa MD-C b13-1,Byeia Thaa MD-C b13-1 2 A Ring,Platinum,1,2023-10-13T11:01:29Z,2846087195249,16,-1775.96875,69.125,3059.96875,visited_systems
1019,Byeia Thaa MD-C b13-1,Byeia Thaa MD-C b13-1 5 A Ring,Tritium,1,2023-10-16T16:23:00Z,2846087195249,26,-1775.96875,69.125,3059.96875,visited_systems
1020,Byeia Thaa MD-C b13-1,Byeia Thaa MD-C b13-1 5 A Ring,Alexandrite,3,2023-10-16T16:23:00Z,2846087195249,26,-1775.96875,69.125,3059.96875,visited_systems
1021,Byeia Thaa MD-C b13-1,Byeia Thaa MD-C b13-1 5 A Ring,Grandidierite,1,2023-10-16T16:23:00Z,2846087195249,26,-1775.96875,69.125,3059.96875,visited_systems
1022,Byeia Thaa MD-C b13-1,Byeia Thaa MD-C b13-1 5 A Ring,Low Temp. Diamonds,1,2023-10-16T16:23:00Z,2846087195249,26,-1775.96875,69.125,3059.96875,visited_systems
1044,Byeia Thaa MD-C b13-1,Byeia Thaa MD-C b13-1 3 A Ring,Serendibite,4,2023-11-20T13:32:57Z,2846087195249,20,-1775.96875,69.125,3059.96875,visited_systems
1045,Byeia Thaa MD-C b13-1,Byeia Thaa MD-C b13-1 3 A Ring,Alexandrite,4,2023-11-20T13:32:57Z,2846087195249,20,-1775.96875,69.125,3059.96875,visited_systems
1046,Byeia Thaa MD-C b13-1,Byeia Thaa MD-C b13-1 3 A Ring,Benitoite,7,2023-11-20T13:32:57Z,2846087195249,20,-1775.96875,69.125,3059.96875,visited_systems
1047,Byeia Thaa MD-C b13-1,Byeia Thaa MD-C b13-1 3 A Ring,Musgravite,4,2023-11-20T13:32:57Z,2846087195249,20,-1775.96875,69.125,3059.96875,visited_systems
